rank,topic,url,ease_of_reading,sentence_level_sentiment,positive_sentiment,negative_sentiment,sentence_level_objectivity,bias,bias_label,credibility,trust_metric,google_page_rank,alexa_reach_rank,domain,content_length
67,Bitcoin,https://www.businessinsider.com/dark-web-changed-the-world-black-markets-arab-spring-2020-3,80.0,11.25,5.950980392156863,5.294117647058823,68.17,100,Left,100.0,57.0,8,352.0,businessinsider.com,1542
68,Bitcoin,https://bitcoinethereumnews.com/bitcoin/bitcoin-and-ethereum-source-code-stored-in-a-time-capsule-for-a-1000-years/,80.0,9.85,8.208616780045352,1.64021164021164,69.7,100,Left,nan,nan,nan,nan,bitcoinethereumnews.com,2400
69,Bitcoin,https://yro.slashdot.org/story/20/03/09/0024224/meet-the-man-being-sued-by-the-ftc-over-his-kickstarter-campaign-for-a-high-tech-backpack,100.0,6.0,2.2222222222222223,3.7777777777777777,53.11,100,Left,nan,nan,nan,nan,yro.slashdot.org,2403
70,Bitcoin,https://www.businessinsider.com/stocks-oil-treasury-yields-climb-hopes-grow-coronavirus-action-2020-3,80.0,16.31,11.048951048951047,5.264200085628657,64.74,100,Right,100.0,57.0,8,352.0,businessinsider.com,2758
71,Bitcoin,https://bgr.com/2020/03/12/bitcoin-price-dips-below-6000-coronavirus-opec-and-whales/,80.0,13.45,12.818176181457433,0.6354166666666667,59.53,100,Left,100.0,38.0,8,3272.0,bgr.com,4475
72,Bitcoin,https://www.aljazeera.com/ajimpact/dow-falls-2300-points-worst-day-plunge-1987-crash-200312184831148.html,80.0,14.05,4.5701433982683985,9.480914588057447,67.09,100,Right,82.5,73.0,8,nan,aljazeera.com,4811
73,Bitcoin,https://www.presse-citron.net/bitcoin-ethereum-combien-ont-elles-perdu-en-2-semaines/,80.0,0.0,0.0,0.0,100.0,50,Partially Left,nan,nan,nan,nan,presse-citron.net,3407
74,Bitcoin,https://boingboing.net/2020/03/13/3d-printer-maker-prusa-resear.html,80.0,15.31,15.305059523809522,0.0,71.72,100,Left,62.0,72.0,8,4847.0,boingboing.net,3129
75,Bitcoin,https://www.presse-citron.net/le-bitcoin-perd-presque-la-moitie-de-sa-valeur-en-quelques-heures/,80.0,0.0,0.0,0.0,100.0,50,Partially Left,nan,nan,nan,nan,presse-citron.net,2147
76,Bitcoin,https://www.iwillteachyoutoberich.com/blog/cryptocurrency/,80.0,10.63,7.403657834101381,3.230174731182795,73.02,100,Left,nan,nan,nan,nan,iwillteachyoutoberich.com,10079
77,Bitcoin,https://www.androidcentral.com/nordvpn-review,80.0,29.21,27.560084976751646,1.650132275132275,59.99,100,Left,100.0,65.0,8,9372.0,androidcentral.com,6890
78,Bitcoin,https://www.techmeme.com/200312/p13,100.0,14.17,0.0,14.16666666666667,78.61,50,Partially Right,nan,nan,nan,nan,techmeme.com,271
79,Bitcoin,https://www.techmeme.com/200307/p11,100.0,7.5,7.5,0.0,76.67,0,Center,nan,nan,nan,nan,techmeme.com,271
81,Bitcoin,https://hipertextual.com/2020/03/familiar-faceswap-gif,80.0,6.0,6.0,0.0,90.17,100,Left,100.0,65.0,8,9372.0,hipertextual.com,2423
82,Bitcoin,https://thenextweb.com/offers/2020/03/16/electronics-are-for-everyone-with-this-masterful-arduino-raspberry-pi-esp32-training/,80.0,15.12,14.013888888888888,1.111111111111111,58.23,100,Left,nan,nan,nan,nan,thenextweb.com,2437
83,Bitcoin,https://gigazine.net/news/20200407-100k-dollars-key/,100.0,0.0,0.0,0.0,100.0,50,Partially Left,nan,nan,nan,nan,gigazine.net,2437
84,Bitcoin,https://markets.businessinsider.com/news/stocks/stocks-slump-unemployment-fears-offset-relief-senate-stimulus-bill-2020-3-1029034655,80.0,11.92,8.627450980392156,3.287581699346405,79.25,50,Partially Left,100.0,57.0,8,352.0,markets.businessinsider.com,3336
85,Bitcoin,https://www.businessinsider.com/stocks-slump-unemployment-fears-offset-relief-senate-stimulus-bill-2020-3,80.0,11.92,8.627450980392156,3.287581699346405,79.25,50,Partially Left,100.0,57.0,8,352.0,businessinsider.com,3347
86,Bitcoin,https://www.businessinsider.com/stocks-oil-jump-china-manufacturing-pmi-europe-coronavirus-gains-2020-3,80.0,11.27,7.251641414141413,4.020833333333333,76.11,100,Left,100.0,57.0,8,352.0,businessinsider.com,3091
87,Bitcoin,https://www.technologyreview.com/s/615385/coronavirus-is-forcing-fans-of-bitcoin-to-realize-its-not-a-safe-haven-after-all/,80.0,13.38,10.48260788690476,2.892795138888889,68.05,100,Left,87.5,70.0,8,5666.0,technologyreview.com,5012
88,Bitcoin,https://www.muyinteresante.es/tecnologia/articulo/ventajas-e-inconvenientes-de-los-bitcoins-361585211912,80.0,0.0,0.0,0.0,100.0,50,Partially Left,nan,nan,nan,nan,muyinteresante.es,273
89,Bitcoin,http://www.lefigaro.fr/secteur/high-tech/le-bitcoin-et-les-cryptomonnaies-foudroyes-par-la-pandemie-20200315,80.0,0.0,0.0,0.0,100.0,50,Partially Left,nan,nan,nan,nan,lefigaro.fr,273
90,Bitcoin,https://www.technologyreview.com/s/615362/mit-central-bank-digital-currency-bitcoin/,80.0,12.86,11.039337474120083,1.8206521739130435,67.88,50,Partially Left,87.5,70.0,8,5666.0,technologyreview.com,4444
91,Bitcoin,https://www.cracked.com/article_27303_the-crazy-tale-official-pablo-escobar-smartphone.html,80.0,19.25,16.19090307840308,3.055555555555556,51.51,100,Left,nan,nan,nan,nan,cracked.com,2854
92,Bitcoin,https://www.xataka.com/criptomonedas/quadrigacx-caso-120-millones-euros-bitcoins-desaparecidos-ano-despues-sigue-misterio,80.0,1.56,1.5625,0.0,95.52,50,Partially Left,nan,nan,nan,nan,xataka.com,4888
94,Bitcoin,http://www.iphonehacks.com/2020/03/buy-bitcoin-ethereum-opera-browser-apple-pay.html,80.0,14.23,13.696608946608949,0.5357142857142857,62.19,50,Partially Left,nan,nan,nan,nan,iphonehacks.com,1793
95,Bitcoin,https://www.bloomberg.com/news/articles/2020-03-18/bitcoin-s-crash-seen-driven-by-long-sought-institutional-buyers,100.0,33.33,33.33333333333333,0.0,53.7,50,Partially Left,95.0,84.0,8,461.0,bloomberg.com,1638
96,Bitcoin,http://feedproxy.google.com/~r/aktuell/feeds/rss/~3/TVi4HjSlYoE/,80.0,1.69,0.0,1.6931216931216935,95.77,50,Partially Left,nan,nan,nan,nan,feedproxy.google.com,1638
97,Bitcoin,http://feedproxy.google.com/~r/aktuell/feeds/rss/~3/z6XJ8Q1cs_8/,80.0,1.69,0.0,1.6931216931216935,95.77,50,Partially Left,nan,nan,nan,nan,feedproxy.google.com,1638
98,Bitcoin,https://www.youtube.com/watch?v=cp8d-OeGl4o,80.0,19.83,18.78932178932179,1.0416666666666665,58.29,100,Left,nan,nan,nan,nan,youtube.com,2277
99,Bitcoin,http://feedproxy.google.com/~r/aktuell/feeds/rss/~3/2dhBiokeXfM/,80.0,1.69,0.0,1.6931216931216935,95.77,50,Partially Left,nan,nan,nan,nan,feedproxy.google.com,2277
100,Bitcoin,https://www.fool.com/investing/2020/03/13/bitcoin-just-failed-the-coronavirus-test.aspx,80.0,24.07,15.399090909090907,8.669444444444444,54.05,50,Partially Left,nan,nan,nan,nan,fool.com,4132
1,CurrencyManipulation,https://thedailywtf.com/articles/wrecking-the-curve,80.0,14.37,9.861111111111112,4.5054945054945055,62.06,100,Right,nan,nan,nan,nan,thedailywtf.com,3219
2,CurrencyManipulation,https://think.ing.com/articles/tin-hat-time-in-fx-markets/,80.0,16.58,10.025252525252524,6.5555555555555545,75.67,50,Partially Left,nan,nan,nan,nan,think.ing.com,4414
3,CurrencyManipulation,https://www.theatlantic.com/ideas/archive/2020/04/consider-possibility-trump-right-china/609493/,80.0,11.2,9.76843149540518,1.43640350877193,64.82,100,Right,92.5,79.0,8,1360.0,theatlantic.com,9966
5,CurrencyManipulation,https://www.coindesk.com/chinese-financial-watchdog-warns-of-manipulative-crypto-exchanges,80.0,12.97,9.945512820512821,3.0270655270655276,65.1,50,Partially Left,nan,nan,nan,nan,coindesk.com,2543
6,CurrencyManipulation,https://www.globalresearch.ca/covid-19-martial-law-digital-currency-world-government/5707914,80.0,12.13,8.06575963718821,4.06108051686283,71.1,50,Partially Left,nan,nan,nan,nan,globalresearch.ca,7985
7,CurrencyManipulation,https://www.coindesk.com/market-liquidations-cause-cascade-in-bitcoin-price,80.0,12.44,10.778180354267308,1.6617782378651944,65.26,0,Center,nan,nan,nan,nan,coindesk.com,3138
8,CurrencyManipulation,https://www.coindesk.com/bitcoin-and-gold-evaluating-hard-cap-currencies-in-times-of-financial-crisis,80.0,11.84,9.718800322061192,2.1170850586611456,64.92,50,Partially Right,nan,nan,nan,nan,coindesk.com,6095
10,CurrencyManipulation,https://cointelegraph.com/news/bank-of-china-continues-anti-crypto-narrative-on-wechat,80.0,14.46,5.550595238095239,8.90707671957672,70.17,100,Right,nan,nan,nan,nan,cointelegraph.com,1810
11,CurrencyManipulation,https://www.foxbusiness.com/markets/us-china-phase-one-deal-on-track,80.0,9.88,9.12336093857833,0.7525879917184264,70.86,100,Right,nan,nan,nan,nan,foxbusiness.com,5202
12,CurrencyManipulation,https://cointelegraph.com/news/proving-that-tether-manipulated-bitcoin-2017-bull-run-wont-be-easy,80.0,10.94,5.8987522618475,5.037288989669942,64.98,100,Left,nan,nan,nan,nan,cointelegraph.com,11671
13,CurrencyManipulation,https://news.yahoo.com/roche-cyrulnik-freedman-selendy-gay-122900267.html,80.0,7.9,5.460071494162404,2.4374699374699373,83.95,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,4208
14,CurrencyManipulation,https://www.nakedcapitalism.com/2020/03/michael-hudson-a-brady-bond-solution-for-americas-unpayable-corporate-debt.html,80.0,9.19,5.410026735919594,3.7835424710424705,70.34,50,Partially Left,nan,nan,nan,nan,nakedcapitalism.com,11076
15,CurrencyManipulation,https://cointelegraph.com/news/uniswap-v2-offers-better-price-feeds-and-doubles-down-on-flash-loan-concept,80.0,17.47,7.416383219954648,10.048701298701298,53.41,100,Right,nan,nan,nan,nan,cointelegraph.com,2786
16,CurrencyManipulation,https://www.coindesk.com/bitmex-open-interest-collapses-after-controversial-long-squeeze,80.0,7.78,4.720765345765346,3.0626780626780636,60.78,0,Center,nan,nan,nan,nan,coindesk.com,4409
17,CurrencyManipulation,https://www.blacklistednews.com/article/76616/covid19-martial-law-digital-currency-and-world.html,80.0,13.01,8.377260981912144,4.627742914564621,68.64,50,Partially Left,nan,nan,nan,nan,blacklistednews.com,7694
18,CurrencyManipulation,https://www.sitepoint.com/first-dev-job-projects/,80.0,15.44,13.410644595303687,2.0275072150072155,66.02,50,Partially Left,nan,nan,nan,nan,sitepoint.com,17032
19,CurrencyManipulation,https://goodmenproject.com/culture/classified-data-shows-that-chinas-official-figure-of-zero-domestic-covid-19-cases-excludes-asymptomatic-carriers/,80.0,19.37,18.145743145743147,1.2202380952380951,59.75,100,Left,nan,nan,nan,nan,goodmenproject.com,5812
21,CurrencyManipulation,https://finance.yahoo.com/news/bitcoin-gold-evaluating-hard-cap-222143028.html,80.0,8.78,6.791938997821349,1.9911297852474326,71.31,50,Partially Right,87.5,95.0,8,8.0,finance.yahoo.com,5989
22,CurrencyManipulation,https://www.dailysignal.com/2020/04/02/america-still-a-global-leader-even-in-a-time-of-crisis/,80.0,13.89,11.189049586776859,2.7001262626262625,66.27,50,Partially Right,100.0,65.0,8,9372.0,dailysignal.com,5187
23,CurrencyManipulation,https://www.americanthinker.com/articles/2020/03/wake_up_america_emchinaem_is_the_pandemic.html,80.0,12.66,9.15151925095107,3.5058785911058634,67.86,100,Right,27.5,58.0,7,13310.0,americanthinker.com,11860
24,CurrencyManipulation,https://nationalinterest.org/blog/buzz/what-exactly-trump-time-141777,80.0,9.59,6.826395330859617,2.7604166666666665,72.66,100,Left,nan,nan,nan,nan,nationalinterest.org,3168
25,CurrencyManipulation,https://www.activistpost.com/2020/03/coronavirus-2019-ncov-coronavirus-2-sars-cov-2-old-angles-reviewed-uncommon-angles-offered.html,80.0,14.29,8.514917608380033,5.772690755052717,64.87,100,Right,nan,nan,nan,nan,activistpost.com,38664
26,CurrencyManipulation,https://blog.sucuri.net/2020/03/2020-website-security-glossary.html,80.0,10.93,5.505471380471381,5.425362086473197,72.47,100,Left,nan,nan,nan,nan,blog.sucuri.net,11575
27,CurrencyManipulation,https://qz.com/india/1811151/chinese-dating-apps-are-exploiting-loneliness-of-indias-men/,80.0,12.81,9.264269807573383,3.5459526584526584,67.25,50,Partially Left,100.0,43.0,8,1987.0,qz.com,32195
28,CurrencyManipulation,https://www.breitbart.com/europe/2020/03/30/west-reaping-whirlwind-policy-kowtowing-china-senior-tory/,40.0,10.63,5.484126984126983,5.1440424654710375,61.77,100,Right,49.5,69.0,8,287.0,breitbart.com,4306
29,CurrencyManipulation,https://cointelegraph.com/news/crypto-hedge-fund-goes-belly-up-after-bitcoin-price-drop-to-38k,80.0,12.6,7.357729076479077,5.240800865800866,59.03,0,Center,nan,nan,nan,nan,cointelegraph.com,4683
31,CurrencyManipulation,https://nationalinterest.org/blog/buzz/dont-be-fooled-trump-leading-world-against-coronavirus-140342,80.0,13.62,10.309782608695652,3.308190601668863,66.07,50,Partially Right,nan,nan,nan,nan,nationalinterest.org,5309
32,CurrencyManipulation,https://www.newsbtc.com/2020/03/11/bitcoin-risks-breakdown-to-6-5k-as-selling-continues-near-long-term-support/,80.0,10.89,7.832355816226783,3.057347670250896,66.86,50,Partially Left,nan,nan,nan,nan,newsbtc.com,3540
33,CurrencyManipulation,https://www.businesswire.com/news/home/20200310005926/en/Trust-Advisors-L.P.-Announces-Distributions-Exchange-Traded-Funds,80.0,9.63,6.243920431420431,3.3818554131054133,68.73,0,Center,nan,nan,nan,nan,businesswire.com,13270
34,CurrencyManipulation,https://www.elegantthemes.com/blog/wordpress/how-to-create-an-online-bookkeeping-system-with-wordpress,80.0,15.55,13.980761483886484,1.5694444444444444,61.47,100,Left,nan,nan,nan,nan,elegantthemes.com,6446
35,CurrencyManipulation,https://www.globalresearch.ca/brady-bond-solution-america-economic-crisis-unpayable-corporate-debt/5707596,80.0,9.89,5.986969796527427,3.905257936507936,70.96,100,Left,nan,nan,nan,nan,globalresearch.ca,11607
36,CurrencyManipulation,https://cointelegraph.com/news/bitcoin-fares-well-against-fiat-currencies-but-its-in-a-class-of-its-own,80.0,12.55,9.97475501790978,2.5718494468494466,63.22,50,Partially Left,nan,nan,nan,nan,cointelegraph.com,12144
37,CurrencyManipulation,https://sciencein.me/2020/04/03/crypto-currency-and-cyber-currency-market-comprehensive-survey-on-demand-2028/,80.0,10.33,9.137506012506014,1.1893004115226335,65.54,100,Left,nan,nan,nan,nan,sciencein.me,6419
38,CurrencyManipulation,https://www.coindesk.com/binances-coinmarketcap-acquisition-is-a-bet-that-crypto-really-is-for-the-masses,40.0,15.32,12.276667182024322,3.0453659188034186,65.93,50,Partially Left,nan,nan,nan,nan,coindesk.com,11334
39,CurrencyManipulation,https://www.counterpunch.org/2020/03/25/a-brady-bond-solution-for-americas-unpayable-corporate-debt/,80.0,9.23,5.284365001708446,3.9495270711024126,70.38,50,Partially Left,80.0,68.0,7,35459.0,counterpunch.org,10558
40,CurrencyManipulation,https://www.wnd.com/2020/03/globalists-china-media-selling-us-fear/,40.0,9.02,8.139026736587713,0.8800813008130081,74.75,100,Right,17.5,65.0,7,5358.0,wnd.com,4718
41,CurrencyManipulation,https://www.lewrockwell.com/2020/03/no_author/the-coronavirus-covid-19-pandemic-the-real-danger-is-agenda-id2020/,80.0,10.93,5.9512741702741705,4.973862433862435,70.19,100,Right,nan,nan,nan,nan,lewrockwell.com,17044
42,CurrencyManipulation,https://aeon.co/essays/we-need-slow-hope-in-a-world-of-accelerating-ecological-change,80.0,12.35,8.221377379843693,4.13068885409311,66.67,100,Right,nan,nan,nan,nan,aeon.co,21177
43,CurrencyManipulation,https://novayagazeta.ru/articles/2020/03/11/84263-russia-explained-25-by-novaya-gazeta,nan,0.0,0.0,0.0,100.0,100,Left,nan,nan,nan,nan,novayagazeta.ru,11677
44,CurrencyManipulation,https://www.jdsupra.com/legalnews/virtual-currency-as-a-threat-to-88180/,40.0,12.16,9.526117961724022,2.63620330286997,73.17,50,Partially Left,nan,nan,nan,nan,jdsupra.com,23141
45,CurrencyManipulation,https://www.independent.ie/business/stock-market-now-just-a-bet-on-the-outcome-of-coronavirus-39037292.html,80.0,13.7,8.056968494468494,5.645116843033509,65.33,50,Partially Left,nan,nan,nan,nan,independent.ie,7222
46,CurrencyManipulation,https://www.investmentwatchblog.com/covid19-crash2-searching-for-a-more-widespread-certainty-of-doubt/,80.0,13.54,11.583457878100733,1.961451247165533,71.13,100,Left,nan,nan,nan,nan,investmentwatchblog.com,6603
47,CurrencyManipulation,https://www.newstatesman.com/politics/economy/2020/04/after-coronavirus-crisis-new-struggle-against-austerity-will-begin,40.0,6.93,4.887363474647957,2.0472427476737822,70.38,50,Partially Left,100.0,62.0,7,24515.0,newstatesman.com,8889
48,CurrencyManipulation,https://www.thehindubusinessline.com/opinion/covid-19-is-this-the-end-of-neo-liberalism/article31197779.ece,80.0,14.0,12.381520305091735,1.6166666666666667,67.68,50,Partially Left,nan,nan,nan,nan,thehindubusinessline.com,7150
49,CurrencyManipulation,https://nationalcybersecurity.com/nationalcybersecuritymonth-virtual-currency-as-a-threat-to-national-security-king-spalding/,40.0,12.16,9.526117961724022,2.63620330286997,73.17,50,Partially Left,nan,nan,nan,nan,nationalcybersecurity.com,23081
50,CurrencyManipulation,http://www.informationclearinghouse.info/54070.htm,80.0,10.08,6.46108731045367,3.623613244580986,71.44,100,Right,nan,nan,nan,nan,informationclearinghouse.info,14197
51,CurrencyManipulation,https://blog.p2pfoundation.net/no-more-business-as-usual-rethinking-economic-value-for-a-post-covid-world/2020/04/06,80.0,14.71,12.258108211233212,2.451923076923077,67.6,100,Left,nan,nan,nan,nan,blog.p2pfoundation.net,8735
52,CurrencyManipulation,https://www.investopedia.com/articles/economics/13/reserve-currencies.asp,80.0,10.86,7.762258297258297,3.1009615384615383,69.12,50,Partially Left,100.0,75.0,8,583.0,investopedia.com,7551
53,CurrencyManipulation,https://www.gamespot.com/articles/no-mans-sky-gets-exosuits-in-large-free-exo-mech-u/1100-6475730/,80.0,13.7,7.59557192393013,6.1000678426051556,69.91,100,Left,nan,nan,nan,nan,gamespot.com,9356
54,CurrencyManipulation,https://www.gematsu.com/2020/04/no-mans-sky-exo-mech-update-now-available,100.0,15.01,10.38490423717696,4.626078971533518,62.6,100,Left,nan,nan,nan,nan,gematsu.com,10887
55,CurrencyManipulation,https://gnomestew.com/bite-marks-review/,40.0,13.43,7.933796431916732,5.4986858379715535,62.29,0,Center,nan,nan,nan,nan,gnomestew.com,22841
56,CurrencyManipulation,https://www.freerepublic.com/focus/f-news/3830889/posts,80.0,11.29,9.968434343434344,1.3257575757575757,66.04,50,Partially Right,nan,nan,nan,nan,freerepublic.com,2351
57,CurrencyManipulation,https://www.marketwatch.com/story/fed-move-awakens-gold-just-as-supply-of-the-metal-hits-a-snag-2020-03-23,80.0,14.46,12.194198232323235,2.2638888888888884,64.07,50,Partially Left,95.0,76.0,8,846.0,marketwatch.com,5070
59,CurrencyManipulation,https://www.polygon.com/gaming/2020/4/3/21206077/animal-crossing-new-horizons-doom-eternal-coronavirus-lockdown,80.0,21.25,12.351843262557544,8.89524827024827,53.84,100,Left,nan,nan,nan,nan,polygon.com,5786
61,CurrencyManipulation,https://www.gizmodo.com.au/2020/03/i-cut-the-big-five-tech-giants-from-my-life-it-was-hell/,80.0,15.51,9.116636706577726,6.397974668043475,65.51,100,Left,75.0,60.0,8,529.0,gizmodo.com.au,28121
62,CurrencyManipulation,http://techrights.org/2020/03/14/cancel-culture-and-freesw/,80.0,17.32,13.868098664039117,3.4523095385340286,61.56,100,Right,nan,nan,nan,nan,techrights.org,18491
63,CurrencyManipulation,https://seekingalpha.com/article/4330747-bitcoins-existential-threat,100.0,2.12,2.121212121212121,0.0,20.91,100,Right,nan,nan,nan,nan,seekingalpha.com,13317
64,CurrencyManipulation,https://seekingalpha.com/article/4332204-one-chart-to-remind-investors-why-should-own-gold,80.0,15.3,12.655782723717504,2.645366710584102,54.88,0,Center,nan,nan,nan,nan,seekingalpha.com,6537
65,CurrencyManipulation,https://allafrica.com/stories/202003180181.html,80.0,7.17,6.431595365418895,0.7352941176470588,84.53,50,Partially Right,nan,nan,nan,nan,allafrica.com,2349
66,CurrencyManipulation,https://www.cfr.org/blog/it-time-currency-manipulation-truce-especially-taiwan-disclosed-its-true-foreign-exchange,80.0,10.71,7.289171476671477,3.418154761904762,69.03,50,Partially Left,100.0,71.0,7,nan,cfr.org,8575
67,CurrencyManipulation,https://thehill.com/blogs/congress-blog/politics/489928-the-unintended-consequences-of-the-coronavirus-stimulus,80.0,16.2,10.135146103896105,6.065761784511784,56.45,100,Left,92.5,72.0,8,860.0,thehill.com,3720
68,CurrencyManipulation,https://www.businesswire.com/news/home/20200325005749/en/Trust-Advisors-L.P.-Announces-Distributions-Exchange-Traded-Funds,100.0,9.55,6.860514187013028,2.6869726399331664,73.49,0,Center,nan,nan,nan,nan,businesswire.com,52933
69,CurrencyManipulation,https://www.finextra.com/blogposting/18637/blockchain-and-european-payments-banks-in-the-defensive-mode,80.0,13.13,9.587200467882285,3.5474587141253804,64.67,50,Partially Left,nan,nan,nan,nan,finextra.com,13400
70,CurrencyManipulation,https://www.theatlantic.com/ideas/archive/2020/03/foreign-policy-2021-democrats/608293/,80.0,15.8,13.722995258709544,2.081014223871367,65.52,100,Right,92.5,79.0,8,1360.0,theatlantic.com,12117
71,CurrencyManipulation,https://allafrica.com/stories/202003110374.html,80.0,12.35,8.53416149068323,3.812582345191041,80.13,0,Center,nan,nan,nan,nan,allafrica.com,2817
72,CurrencyManipulation,https://www.precisionmarketinggroup.com/blog/rhetoric-in-marketing-and-branding,40.0,17.58,15.151406926406924,2.4242424242424248,65.47,50,Partially Left,nan,nan,nan,nan,precisionmarketinggroup.com,7138
73,CurrencyManipulation,https://www.freerepublic.com/focus/f-news/3831039/posts,80.0,18.45,13.869564147973238,4.584235209235209,69.98,50,Partially Right,nan,nan,nan,nan,freerepublic.com,6645
74,CurrencyManipulation,https://queue.acm.org/detail.cfm?id=3388781,80.0,8.67,6.911430738622905,1.7608783732850897,77.62,50,Partially Left,nan,nan,nan,nan,queue.acm.org,31773
75,CurrencyManipulation,https://www.zerohedge.com/markets/whats-causing-gold-silver-sell,80.0,13.99,9.546705361437507,4.443617724867725,66.82,50,Partially Left,0.0,46.0,7,1928.0,zerohedge.com,8226
76,CurrencyManipulation,https://allafrica.com/stories/202004060950.html,20.0,9.83,7.802428278697075,2.026038654328128,69.44,50,Partially Left,nan,nan,nan,nan,allafrica.com,10083
77,CurrencyManipulation,https://www.realclearpolitics.com/articles/2020/04/02/america_still_a_global_leader_even_in_a_time_of_crisis_142833.html,80.0,13.75,10.77439024390244,2.9739159891598916,67.38,50,Partially Right,100.0,38.0,7,nan,realclearpolitics.com,5206
78,CurrencyManipulation,https://hbr.org/2020/03/how-business-leaders-can-champion-democracy,80.0,9.07,7.765973252937538,1.304854797979798,75.15,100,Left,100.0,70.0,8,3165.0,hbr.org,14933
79,CurrencyManipulation,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-20-029.html,100.0,10.21,8.881736790301604,1.327409639501143,70.12,50,Partially Left,nan,nan,nan,nan,grants.nih.gov,78231
80,CurrencyManipulation,https://www.sfgate.com/tv/article/Survivor-yul-kwon-winners-at-war-penner-concord-15120943.php,100.0,16.31,10.892970455470454,5.413676601176601,67.47,50,Partially Left,100.0,76.0,8,1268.0,sfgate.com,9737
81,CurrencyManipulation,https://www.sfgate.com/tv/article/Is-this-Bay-Area-bred-Survivor-star-the-best-to-15120943.php,100.0,16.31,10.892970455470454,5.413676601176601,67.47,50,Partially Left,100.0,76.0,8,1268.0,sfgate.com,10292
82,CurrencyManipulation,https://www.freerepublic.com/focus/f-religion/3831677/posts,80.0,13.16,10.002528081939847,3.153411364545818,65.97,50,Partially Right,nan,nan,nan,nan,freerepublic.com,10479
83,CurrencyManipulation,https://www.freerepublic.com/focus/f-news/3825876/posts,80.0,10.62,8.659901185463807,1.9630626223091978,67.89,50,Partially Right,nan,nan,nan,nan,freerepublic.com,11905
84,CurrencyManipulation,https://www.indiatoday.in/coronavirus-outbreak/story/why-coronavirus-conspiracy-theory-of-covid-19-being-a-bio-weapon-is-wrong-1661248-2020-03-30,80.0,13.91,10.055203194738079,3.8565891472868223,68.21,50,Partially Left,nan,nan,nan,nan,indiatoday.in,4924
86,CurrencyManipulation,https://www.foxnews.com/opinion/coronavirus-us-leadership-trump-victor-davis-hanson,80.0,15.61,12.84280303030303,2.77114898989899,66.07,50,Partially Right,75.0,82.0,8,222.0,foxnews.com,5617
87,CurrencyManipulation,https://www.zerohedge.com/geopolitical/china-floods-europe-defective-covid-19-fighting-medical-equipment,80.0,9.02,5.8286726714146075,3.192067266664041,77.21,50,Partially Right,0.0,46.0,7,1928.0,zerohedge.com,13399
88,CurrencyManipulation,https://www.breitbart.com/border/2020/04/02/exclusive-mexican-chemists-help-sinaloa-cartel-cut-china-out-of-fentanyl-trade/,80.0,14.95,11.224656296084866,3.721895168323739,70.75,100,Right,49.5,69.0,8,287.0,breitbart.com,9724
90,CurrencyManipulation,https://sensorstechforum.com/bongacams-phishing-virus-remove/,80.0,12.48,9.153424488790343,3.322735191637631,62.13,100,Right,nan,nan,nan,nan,sensorstechforum.com,27809
91,CurrencyManipulation,https://www.zerohedge.com/markets/zoltan-stares-abyss-fed-has-failed-here-what-powell-must-do-right-now-avoid-catastrophe,40.0,9.82,7.2489786756453425,2.5753030303030306,62.65,50,Partially Right,0.0,46.0,7,1928.0,zerohedge.com,16234
92,CurrencyManipulation,http://www.brookings.edu/blog/order-from-chaos/2020/03/20/the-quiet-reformation-of-bidens-foreign-policy/,80.0,13.33,10.204110549943886,3.1267412217412223,68.45,100,Right,87.5,71.0,7,nan,brookings.edu,11903
94,CurrencyManipulation,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-20-007.html,80.0,9.84,8.237899802176763,1.6028118486451823,69.69,50,Partially Left,nan,nan,nan,nan,grants.nih.gov,51844
95,CurrencyManipulation,https://grants.nih.gov/grants/guide/pa-files/PAR-20-157.html,80.0,10.71,9.302931572826756,1.407101180393106,69.91,50,Partially Left,nan,nan,nan,nan,grants.nih.gov,57643
96,CurrencyManipulation,https://grants.nih.gov/grants/guide/pa-files/PAR-20-159.html,80.0,10.86,9.455307566208297,1.4038610898905017,69.62,50,Partially Left,nan,nan,nan,nan,grants.nih.gov,59457
97,CurrencyManipulation,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-20-006.html,80.0,9.45,7.800642035660416,1.6459145021645027,70.99,50,Partially Left,nan,nan,nan,nan,grants.nih.gov,50854
98,CurrencyManipulation,https://therumpus.net/2020/03/the-rumpus-interview-with-christina-chiu/,80.0,16.66,13.707635681099372,2.953500487718365,65.78,0,Center,nan,nan,nan,nan,therumpus.net,16172
99,CurrencyManipulation,https://www.wnd.com/2020/03/coronavirus-shutdowns-transportation-get-pass/,80.0,11.0,6.865151515151516,4.134848484848485,69.44,100,Left,17.5,65.0,7,5358.0,wnd.com,5891
100,CurrencyManipulation,https://www.cjr.org/tow_center_reports/conservative-newswork-report-on-the-values-and-practices-of-online-journalists-on-the-right.php/,80.0,15.11,13.226652611824253,1.886663082372456,62.51,100,Right,100.0,64.0,7,44220.0,cjr.org,146601
1,EnergyTransition,https://earther.gizmodo.com/renewable-energy-set-a-major-record-in-2019-1842729691,80.0,9.32,6.877547403863193,2.4416312245259615,61.16,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,2446
