rank,topic,url,readability,sentence_level_sentiment,sentence_level_objectivity,bias,credibility,trust_metric,google_page_rank,alexa_reach_rank
88,Bitcoin,https://avc.com/2020/02/usdc/,100.0,13.67,73.76,100,nan,nan,nan,nan
89,Bitcoin,https://thenextweb.com/syndication/2020/02/15/data-centers-generate-the-same-amount-of-carbon-emissions-as-global-airlines/,80.0,11.05,73.78,100,nan,nan,nan,nan
90,Bitcoin,https://www.androidcentral.com/sextortion-rise-targeting-ring-and-nest-camera-users,80.0,20.13,66.23,100,100.0,65.0,8,9372.0
91,Bitcoin,https://thenextweb.com/offers/2020/01/16/artificial-intelligence-isnt-just-sci-fi-learn-to-use-it-yourself-for-under-40/,80.0,13.75,63.77,100,nan,nan,nan,nan
92,Bitcoin,https://www.theregister.co.uk/2020/01/29/canadian_insurer_paid_ransomware_hunt/,40.0,7.21,77.07,100,nan,nan,nan,nan
93,Bitcoin,https://www.techmeme.com/200128/p21,100.0,7.5,76.67,0,nan,nan,nan,nan
94,Bitcoin,https://readwrite.com/2020/02/10/how-blockchain-is-revolutionizing-the-supply-chain-industry/,80.0,14.53,66.95,0,nan,nan,nan,nan
95,Bitcoin,https://www.heise.de/newsticker/meldung/US-Amerikaner-wegen-Geldwaesche-mit-350-000-Bitcoins-angeklagt-4661326.html,80.0,0.0,100.0,100,nan,nan,nan,nan
96,Bitcoin,https://t3n.de/news/halving-treibt-preise-bitcoin-1251260/,80.0,0.95,97.14,50,nan,nan,nan,nan
97,Bitcoin,https://www.marketwatch.com/story/teslas-surging-stock-is-starting-to-remind-wall-street-of-bitcoins-parabolic-rally-in-2017-heres-why-2020-02-04,80.0,10.32,69.29,50,95.0,76.0,8,846.0
98,Bitcoin,https://wwwhatsnew.com/2020/02/12/bitcoinabuse-la-lista-de-cuentas-bitcoin-usadas-por-criminales/,80.0,0.54,96.79,50,nan,nan,nan,nan
99,Bitcoin,https://markets.businessinsider.com/news/stocks/banks-plan-sell-toxic-product-financial-crisis-great-recession-cso-2020-1-1028852424,80.0,15.03,62.29,50,100.0,57.0,8,352.0
100,Bitcoin,https://t3n.de/news/krypto-szene-schweiz-zermatt-1248266/,80.0,0.0,100.0,50,nan,nan,nan,nan
2,CurrencyManipulation,https://www.cfr.org/blog/cfr-mini-mac-index-suggests-currency-manipulation-charges-trumped,80.0,22.52,67.24,100,100.0,71.0,7,nan
3,CurrencyManipulation,https://www.coindesk.com/plaintiffs-combine-their-market-manipulation-lawsuits-against-bitfinex-and-tether,80.0,14.18,68.57,0,nan,nan,nan,nan
4,CurrencyManipulation,https://www.conradbastable.com/essays/the-germany-shock-the-largest-economy-nobody-understands,40.0,8.73,72.1,50,nan,nan,nan,nan
5,CurrencyManipulation,https://www.rt.com/business/480025-us-duties-currency-manipulations/,40.0,6.31,61.26,50,32.5,68.0,8,261.0
6,CurrencyManipulation,http://econbrowser.com/archives/2020/01/judy-shelton-to-the-fed,100.0,15.0,57.5,100,nan,nan,nan,nan
7,CurrencyManipulation,https://www.coindesk.com/us-judge-dismisses-bitcoin-cash-hijack-lawsuit-against-bitmain-kraken,40.0,16.54,69.87,50,nan,nan,nan,nan
8,CurrencyManipulation,https://www.politico.com/news/2020/02/13/trumps-fed-nomination-in-doubt-after-very-aggressive-hearing-114900,40.0,14.08,61.39,100,100.0,74.0,8,941.0
9,CurrencyManipulation,https://finance.yahoo.com/news/trump-administration-clears-way-currency-045019989.html,40.0,8.57,61.47,50,87.5,95.0,8,8.0
10,CurrencyManipulation,https://finance.yahoo.com/news/hedge-funds-test-swiss-tolerance-060938883.html,40.0,12.11,70.14,50,87.5,95.0,8,8.0
11,CurrencyManipulation,https://finance.yahoo.com/news/hedge-funds-test-swiss-tolerance-060938977.html,40.0,12.11,70.14,50,87.5,95.0,8,8.0
12,CurrencyManipulation,https://www.marketwatch.com/story/the-china-trade-deal-doesnt-protect-american-workers-or-american-interests-2020-01-16,80.0,17.18,66.27,100,95.0,76.0,8,846.0
13,CurrencyManipulation,https://www.marketwatch.com/story/stock-market-adopts-a-what-me-worry-attitude-toward-coronavirus-threat-2020-02-06,80.0,13.37,66.28,100,95.0,76.0,8,846.0
15,CurrencyManipulation,https://www.fxstreet.com/news/snbs-maechler-snb-will-not-change-policy-after-being-put-on-watch-list-by-us-202001221817,100.0,6.83,77.55,50,nan,nan,nan,nan
16,CurrencyManipulation,https://www.coindesk.com/how-bitcoin-is-used-to-promote-human-rights-stories-from-activists-and-refugees,20.0,12.36,79.03,100,nan,nan,nan,nan
17,CurrencyManipulation,https://www.reuters.com/article/uk-swiss-forex-snb-idUSKBN2080H9,40.0,12.11,70.14,50,100.0,87.0,9,544.0
18,CurrencyManipulation,https://www.cato.org/blog/commerce-claims-powers-countervail-undervalued-currencies,40.0,10.33,60.59,100,nan,nan,nan,nan
19,CurrencyManipulation,https://www.moneycontrol.com/news/business/rupee-drops-by-11-paise-to-70-93-on-dollar-demand-4825181.html,80.0,12.26,68.64,0,nan,nan,nan,nan
20,CurrencyManipulation,https://www.reuters.com/article/us-usa-trade-china-idUSKBN2082NW,80.0,7.62,69.07,50,100.0,87.0,9,544.0
21,CurrencyManipulation,https://www.finextra.com/blogposting/18382/could-crypto-algo-trading-benefit-from-regulations?utm_medium=rssfinextra,40.0,16.52,53.14,100,nan,nan,nan,nan
22,CurrencyManipulation,https://nationalinterest.org/blog/buzz/trumps-commerce-departments-biggest-power-grab-yet-121696,40.0,8.94,63.52,100,nan,nan,nan,nan
24,CurrencyManipulation,https://www.coindesk.com/liechtenstein-regulators-approve-ethereum-based-real-estate-fund,80.0,10.93,74.96,50,nan,nan,nan,nan
25,CurrencyManipulation,https://www.businessinsider.com/trump-administration-allows-tariffs-currency-manipulators-finalize-rule-trade-war-2020-2,80.0,22.92,54.18,50,100.0,57.0,8,352.0
26,CurrencyManipulation,https://www.coindesk.com/davos-needs-to-wake-up-to-the-ills-of-centralization,80.0,13.55,71.95,100,nan,nan,nan,nan
27,CurrencyManipulation,https://news.yahoo.com/trump-announces-nominate-two-allies-fed-board-035630140.html,40.0,14.06,64.33,50,87.5,95.0,8,8.0
28,CurrencyManipulation,https://www.foxbusiness.com/markets/davos-world-economic-forum-trump-speech,80.0,25.17,62.63,50,nan,nan,nan,nan
29,CurrencyManipulation,https://www.rt.com/news/480344-trump-xi-china-coronavirus/,40.0,18.58,56.35,50,32.5,68.0,8,261.0
30,CurrencyManipulation,https://finance.yahoo.com/news/china-yuan-tumble-past-7-090620007.html,80.0,6.93,73.27,50,87.5,95.0,8,8.0
31,CurrencyManipulation,https://www.collective-evolution.com/2020/02/02/the-power-of-vulnerability-2/,80.0,14.13,67.9,100,12.5,25.0,7,20316.0
32,CurrencyManipulation,https://www.coindesk.com/crypto-exchange-fcoin-insolvent-after-revealing-up-to-130m-bitcoin-shortfall,40.0,15.66,60.44,50,nan,nan,nan,nan
33,CurrencyManipulation,https://sputniknews.com/analysis/202001171078057574-us-china-phase-one-trade-deal-could-have-been-struck-without-so-much-pain-via-talks/,80.0,12.77,53.74,50,7.5,65.0,8,615.0
34,CurrencyManipulation,https://finance.yahoo.com/news/china-signals-support-yuan-fix-011920083.html,80.0,13.53,67.28,50,87.5,95.0,8,8.0
35,CurrencyManipulation,https://markets.businessinsider.com/news/stocks/trump-administration-allows-tariffs-currency-manipulators-finalize-rule-trade-war-2020-2-1028873837,80.0,22.92,54.18,50,100.0,57.0,8,352.0
36,CurrencyManipulation,https://finance.yahoo.com/news/injured-chinas-trade-practices-call-232435120.html,40.0,6.29,69.96,50,87.5,95.0,8,8.0
37,CurrencyManipulation,https://finance.yahoo.com/news/china-risks-exporting-market-volatility-200000442.html,40.0,10.49,73.18,50,87.5,95.0,8,8.0
38,CurrencyManipulation,https://seekingalpha.com/article/4321865-estimating-shape-of-coming-crisis,80.0,9.19,65.38,100,nan,nan,nan,nan
39,CurrencyManipulation,https://www.cbsnews.com/news/china-trade-gary-cohn-says-china-tariffs-totally-hurt-the-us-face-the-nation/,80.0,7.73,80.5,50,95.0,71.0,8,843.0
41,CurrencyManipulation,https://www.hindustantimes.com/business-news/trump-hails-momentous-us-china-trade-deal-ahead-of-signing/story-SCTC3eT6atLNfykQaAxoCP.html,80.0,17.13,66.24,50,nan,nan,nan,nan
42,CurrencyManipulation,https://cointelegraph.com/news/digital-chamber-of-commerce-weighs-in-on-telegram-legal-battle-with-sec,40.0,7.6,60.91,50,nan,nan,nan,nan
43,CurrencyManipulation,https://www.rt.com/news/479603-pompeo-china-central-threat/,40.0,15.5,69.85,100,32.5,68.0,8,261.0
44,CurrencyManipulation,https://mises.org/wire/chinas-economic-schemes-hurt-chinese-most-all,80.0,18.69,58.51,100,nan,nan,nan,nan
45,CurrencyManipulation,https://www.moneycontrol.com/news/business/markets/gold-steadies-as-us-china-trade-deal-leaves-questions-unanswered-4824941.html,40.0,11.15,59.59,0,nan,nan,nan,nan
46,CurrencyManipulation,https://www.channelnewsasia.com/news/business/hedge-funds-test-swiss-tolerance-with-franc-gambit-12435242,40.0,11.93,69.74,50,nan,nan,nan,nan
47,CurrencyManipulation,https://www.slashfilm.com/message-of-the-rise-of-skywalker/,80.0,18.44,57.24,100,nan,nan,nan,nan
48,CurrencyManipulation,https://www.irishtimes.com/news/education/the-secret-teacher-our-state-exams-are-far-too-open-to-tweaking-and-manipulation-1.4161465,80.0,17.42,58.18,100,nan,nan,nan,nan
49,CurrencyManipulation,https://www.globalresearch.ca/trump-phase-1-china-us-trade-deal/5700910,80.0,12.21,72.03,100,nan,nan,nan,nan
50,CurrencyManipulation,https://www.china-briefing.com/news/china-coronavirus-rebound-op-ed/,40.0,12.37,68.89,50,nan,nan,nan,nan
51,CurrencyManipulation,https://www.coindesk.com/zcashs-funding-vote-and-the-problems-with-decentralized-governance,80.0,14.4,65.11,100,nan,nan,nan,nan
52,CurrencyManipulation,https://www.cbsnews.com/news/coronavirus-news-robert-obrien-suggests-phase-one-trade-deal-with-china-will-be-impacted-by-coronavirus/,80.0,11.38,73.48,100,95.0,71.0,8,843.0
53,CurrencyManipulation,https://www.newsbtc.com/2020/01/29/crypto-us-debt/,80.0,7.75,66.59,100,nan,nan,nan,nan
54,CurrencyManipulation,https://www.firstpost.com/business/injured-by-chinas-trade-practices-call-202-395-3900-ustr-says-8043641.html,80.0,12.46,64.22,50,nan,nan,nan,nan
55,CurrencyManipulation,https://www.apkmania.live/2019/12/jewel-relics.html,100.0,0.0,100.0,100,nan,nan,nan,nan
56,CurrencyManipulation,https://www.apkmania.live/2020/01/jewel-abyss-fantastic-match-3-puzzle.html,100.0,0.0,100.0,100,nan,nan,nan,nan
57,CurrencyManipulation,https://cointelegraph.com/news/telegram-attacks-apple-musk-on-crypto-wef-debrief-hodlers-digest-jan-2026,80.0,12.79,68.73,50,nan,nan,nan,nan
58,CurrencyManipulation,https://tv.avclub.com/third-times-the-winner-as-saturday-night-live-finally-1841229431,20.0,15.61,59.8,100,nan,nan,nan,nan
59,CurrencyManipulation,https://www.fool.com/investing/2020/01/17/whats-up-with-the-phase-one-deal.aspx,100.0,18.35,67.31,50,nan,nan,nan,nan
60,CurrencyManipulation,https://in.reuters.com/article/us-ecb-policy-lagarde-idINKBN1ZF2JC,80.0,5.97,61.87,0,100.0,87.0,9,544.0
61,CurrencyManipulation,https://www.americanthinker.com/articles/2020/01/2020_contrast_trumps_trade_or_the_dems_impeachment.html,80.0,17.66,61.28,100,27.5,58.0,7,13310.0
62,CurrencyManipulation,https://www.ndtv.com/business/rupee-drops-by-11-paise-to-close-at-70-93-on-dollar-demand-2165103,80.0,12.26,68.64,0,nan,nan,nan,nan
64,CurrencyManipulation,https://finance.yahoo.com/news/big-tech-lobbying-boost-reflects-165607493.html,80.0,10.31,74.72,100,87.5,95.0,8,8.0
65,CurrencyManipulation,https://cointelegraph.com/news/wisdomtree-grows-a-stablecoin-today-to-nurture-a-crypto-etf-tomorrow,80.0,8.45,67.03,50,nan,nan,nan,nan
66,CurrencyManipulation,https://bitcoinist.com/why-bitcoin-over-10000-will-be-different-this-time/,40.0,9.4,65.78,50,nan,nan,nan,nan
67,CurrencyManipulation,https://www.counterpunch.org/2020/01/28/trumps-feeble-phase-1-china-us-trade-deal/,80.0,12.87,71.03,100,80.0,68.0,7,35459.0
68,CurrencyManipulation,https://news.yahoo.com/no-date-set-phase-two-021547834.html,80.0,9.93,80.88,50,87.5,95.0,8,8.0
69,CurrencyManipulation,https://www.finextra.com/blogposting/18382/could-crypto-algo-trading-benefit-from-regulations?utm_medium=rssfinextra,40.0,16.52,53.14,100,nan,nan,nan,nan
70,CurrencyManipulation,https://www.voanews.com/east-asia-pacific/us-china-trade-deal-draws-praise-leaves-considerable-unfinished-business,40.0,12.95,64.5,100,100.0,68.0,8,2811.0
71,CurrencyManipulation,https://thesaleshunter.com/the-importance-of-trust-in-sales/,100.0,18.83,61.52,50,nan,nan,nan,nan
72,CurrencyManipulation,https://www.eastasiaforum.org/2020/01/19/us-china-trade-deal-disappoints/,80.0,9.41,67.28,50,nan,nan,nan,nan
73,CurrencyManipulation,https://www.businessinsider.com.au/trump-administration-allows-tariffs-currency-manipulators-finalize-rule-trade-war-2020-2,80.0,19.53,59.26,50,100.0,57.0,8,352.0
75,CurrencyManipulation,https://www.americanthinker.com/articles/2020/01/do_democrats_really_care_about_election_integrity.html,80.0,14.3,60.29,100,27.5,58.0,7,13310.0
76,CurrencyManipulation,https://bitcoinist.com/entire-bitcoin-market-cap-injected-into-financial-system-by-chinas-central-bank/,80.0,12.33,69.07,0,nan,nan,nan,nan
77,CurrencyManipulation,https://www.businesswire.com/news/home/20200205005373/en/Spotify-Announces-Strategic-Acquisition-Bill-Simmons’-Ringer,80.0,19.38,56.29,50,nan,nan,nan,nan
78,CurrencyManipulation,https://www.counterpunch.org/2020/01/27/can-manufacturing-workers-take-many-more-of-trumps-trade-victories/,80.0,11.72,62.49,100,80.0,68.0,7,35459.0
80,CurrencyManipulation,https://dagorettinews.com/crypto-currency-and-cyber-currency-market-end-user-key-players-development-and-opportunities-with-forecast-2028/,80.0,10.33,65.54,100,nan,nan,nan,nan
81,CurrencyManipulation,https://www.globalresearch.ca/real-money-behind-new-green-agenda/5702027,80.0,9.2,70.04,100,nan,nan,nan,nan
82,CurrencyManipulation,https://www.japantimes.co.jp/opinion/2020/01/17/commentary/world-commentary/round-one-trump-u-s-china-trade-war/,80.0,17.25,61.46,100,nan,nan,nan,nan
83,CurrencyManipulation,https://www.secretchina.com/news/gb/2020/01/17/919880.html,100.0,21.09,71.48,50,nan,nan,nan,nan
85,CurrencyManipulation,https://lithub.com/do-we-still-know-our-own-faces-in-this-tech-dominated-society/,80.0,9.32,72.46,100,nan,nan,nan,nan
86,CurrencyManipulation,http://www.yourdestinationnow.com/2020/02/bloomberg-pub-makes-brutal-dictator-kim.html,40.0,15.46,65.06,100,nan,nan,nan,nan
87,CurrencyManipulation,https://www.eastasiaforum.org/2020/01/30/indonesias-democracy-under-challenge/,80.0,12.82,58.71,50,nan,nan,nan,nan
88,CurrencyManipulation,https://washingtonmonthly.com/2020/01/23/the-threat-of-trumps-trade-agenda/,80.0,13.79,59.51,100,100.0,62.0,7,72762.0
89,CurrencyManipulation,http://www.hideoutnow.com/2020/02/bob-ehrlich-trumps-sotu-was-about.html,80.0,13.07,70.26,100,nan,nan,nan,nan
91,CurrencyManipulation,https://www.thestar.com.my/news/regional/2020/01/21/vietnamese-currency-under-bigger-pressure-in-2020,80.0,8.46,73.64,50,100.0,73.0,8,4247.0
92,CurrencyManipulation,https://www.fool.com/investing/2020/02/07/3-biotech-companies-analyzed.aspx,80.0,14.5,67.91,100,nan,nan,nan,nan
93,CurrencyManipulation,https://finance.yahoo.com/news/u-china-trade-war-vietnam-220014428.html,80.0,11.18,69.83,50,87.5,95.0,8,8.0
94,CurrencyManipulation,https://in.reuters.com/article/swiss-forex-snb-idINKBN2081LN,40.0,12.11,65.9,50,100.0,87.0,9,544.0
95,CurrencyManipulation,https://allafrica.com/stories/202002140485.html,80.0,9.7,65.72,50,nan,nan,nan,nan
96,CurrencyManipulation,https://www.ribbonfarm.com/2020/01/16/the-internet-of-beefs/,80.0,12.93,61.04,100,nan,nan,nan,nan
97,CurrencyManipulation,https://mises.org/wire/folly-economic-stabilization,80.0,10.03,67.8,100,nan,nan,nan,nan
98,CurrencyManipulation,https://www.americanthinker.com/blog/2020/02/postbrexit_europe_is_sailing_into_a_perfect_storm.html,80.0,12.34,73.57,100,27.5,58.0,7,13310.0
99,CurrencyManipulation,https://in.reuters.com/article/us-usa-trade-china-idINKBN2082NW,80.0,7.62,69.07,50,100.0,87.0,9,544.0
100,CurrencyManipulation,https://www.business-standard.com/article/pti-stories/trump-announces-will-nominate-two-allies-for-fed-board-120011700263_1.html,40.0,12.16,66.78,50,nan,nan,nan,nan
2,EnergyTransition,https://earther.gizmodo.com/coal-may-find-new-life-outside-the-energy-market-if-thi-1841389630,80.0,12.15,75.4,100,75.0,60.0,8,529.0
3,EnergyTransition,https://www.theverge.com/2020/1/29/21113300/democrats-green-bank-national-climate-change-capital-greenhouse-gases,40.0,13.4,67.28,100,100.0,75.0,8,443.0
4,EnergyTransition,https://www.businessinsider.com/power-line-weekly-clean-energy-newsletter-2020-1,80.0,17.99,68.23,50,100.0,57.0,8,352.0
5,EnergyTransition,https://earther.gizmodo.com/house-democrats-have-a-plan-to-build-high-speed-ev-char-1841523708,80.0,14.59,54.1,100,75.0,60.0,8,529.0
6,EnergyTransition,https://gizmodo.com/daylight-saving-time-linked-to-more-deadly-car-crashes-1841359099,80.0,15.47,63.71,100,75.0,60.0,8,529.0
7,EnergyTransition,https://gizmodo.com/after-an-80-year-quest-scientists-have-almost-certainl-1841332239,40.0,16.67,59.21,100,75.0,60.0,8,529.0
8,EnergyTransition,https://www.businessinsider.com/top-7-companies-dominating-the-17-billion-us-solar-industry-2020-2,80.0,17.74,66.07,50,100.0,57.0,8,352.0
10,EnergyTransition,https://time.com/5782089/iea-emissions-energy-climate-change/,20.0,10.94,63.2,50,95.0,64.0,8,1028.0
11,EnergyTransition,https://earther.gizmodo.com/cutting-fossil-fuel-subsidies-could-be-even-more-benefi-1841500311,80.0,11.12,68.38,100,75.0,60.0,8,529.0
12,EnergyTransition,https://www.businessinsider.com/states-upholding-paris-climate-agreement-combat-climate-change,80.0,13.29,71.81,100,100.0,57.0,8,352.0
13,EnergyTransition,https://www.huffpost.com/entry/microsoft-carbon-negative-plans_n_5e20a1d5c5b674e44b9469d7,100.0,16.67,76.67,100,nan,nan,nan,nan
14,EnergyTransition,https://news.yahoo.com/aiming-green-german-cabinet-backs-093615492.html,80.0,13.83,70.26,50,87.5,95.0,8,8.0
15,EnergyTransition,https://www.businessinsider.com/top-10-most-active-clean-energy-investors-in-2019-bnef-2020-1,80.0,15.3,61.26,0,100.0,57.0,8,352.0
16,EnergyTransition,https://www.businessinsider.com/cleantech-group-report-reveals-trends-shaping-the-energy-industry-2020-1,80.0,12.01,71.91,100,100.0,57.0,8,352.0
17,EnergyTransition,https://thenextweb.com/syndication/2020/02/12/how-the-tiniest-particles-in-the-cosmos-saved-us-all-from-annihilation/,40.0,12.94,60.95,100,nan,nan,nan,nan
18,EnergyTransition,https://mashable.com/article/electric-vehicle-charging-network-us/,80.0,17.4,62.58,100,62.5,75.0,9,nan
19,EnergyTransition,https://www.businessinsider.com/linkedin-analysis-reveals-how-male-dominant-the-energy-industry-is-2020-2,80.0,18.98,60.1,100,100.0,57.0,8,352.0
20,EnergyTransition,http://www.fubiz.net/en/2020/01/17/bioceramic-domes-for-a-greener-housing-industry-2/,80.0,14.17,86.67,50,nan,nan,nan,nan
21,EnergyTransition,https://earther.gizmodo.com/cokes-reason-for-not-ditching-single-use-plastic-is-bul-1841161887,80.0,12.25,68.92,100,75.0,60.0,8,529.0
22,EnergyTransition,https://earther.gizmodo.com/microsofts-climate-plan-has-one-huge-oil-filled-hole-1841067555,80.0,16.95,63.63,100,75.0,60.0,8,529.0
23,EnergyTransition,https://www.businessinsider.com/3-little-known-industries-shaping-the-future-global-energy-economy-2020-1,80.0,16.64,63.58,100,100.0,57.0,8,352.0
24,EnergyTransition,https://mashable.com/article/kids-climate-trial-not-over-yet/,80.0,15.32,63.58,100,62.5,75.0,9,nan
25,EnergyTransition,https://www.usatoday.com/story/opinion/2020/01/30/trump-uses-climate-change-to-divide-america-column/4579300002/?utm_source=google,80.0,12.51,61.41,100,100.0,84.0,8,363.0
26,EnergyTransition,https://www.marketwatch.com/story/siemens-to-acquire-iberdrolas-stake-in-siemens-gamesa-for-eur11-billion-2020-02-05-11034224,80.0,7.83,73.17,50,95.0,76.0,8,846.0
28,EnergyTransition,https://www.bloomberg.com/news/videos/2020-02-14/bnef-brief-new-report-reflects-u-s-energy-transition-video,100.0,33.33,53.7,50,95.0,84.0,8,461.0
29,EnergyTransition,https://www.bloomberg.com/news/audio/2020-01-23/the-transition-to-clean-energy-is-happening-fast-podcast,100.0,33.33,53.7,50,95.0,84.0,8,461.0
30,EnergyTransition,https://thenextweb.com/syndication/2020/02/15/data-centers-generate-the-same-amount-of-carbon-emissions-as-global-airlines/,80.0,11.05,73.78,100,nan,nan,nan,nan
31,EnergyTransition,https://rhsfinancial.com/2020/02/12/future-fossil-fuels-collapse/,80.0,15.69,64.71,50,100.0,65.0,8,9372.0
32,EnergyTransition,https://thenextweb.com/?p=1268460,80.0,18.29,59.41,100,nan,nan,nan,nan
33,EnergyTransition,https://boingboing.net/2020/01/27/solidarity-forever-5.html,40.0,15.22,65.11,100,62.0,72.0,8,4847.0
34,EnergyTransition,https://www.fool.com/investing/2020/01/16/2-top-renewable-energy-stocks-to-buy-right-now.aspx,80.0,15.7,62.36,100,nan,nan,nan,nan
35,EnergyTransition,https://www.fastcompany.com/90457746/trees-big-fans-and-deep-rooted-plants-how-to-suck-2-gigatons-of-carbon-from-the-atmosphere,80.0,13.5,60.86,100,87.5,64.0,8,2064.0
36,EnergyTransition,https://www.bloomberg.com/news/articles/2020-01-24/why-the-transition-to-clean-energy-is-happening-a-lot-faster-than-people-realize,100.0,33.33,53.7,50,95.0,84.0,8,461.0
37,EnergyTransition,https://www.npr.org/2020/01/18/797638115/womens-march-draws-a-smaller-but-passionate-crowd,100.0,6.92,79.72,50,100.0,84.0,8,521.0
38,EnergyTransition,https://www.businessinsider.com/bernie-sanders-executive-orders-healthcare-immigration-beat-trump-report-2020-1,80.0,10.43,70.84,100,100.0,57.0,8,352.0
39,EnergyTransition,https://www.businessinsider.com/sustainable-investing-transition-requires-systemic-change-esg-financial-tools-davos-2020-1,40.0,13.43,62.24,50,100.0,57.0,8,352.0
40,EnergyTransition,https://www.insider.com/abolishing-daylight-saving-time-could-prevent-28-fatal-car-accidents-annually,80.0,16.85,65.92,100,nan,nan,nan,nan
41,EnergyTransition,https://phys.org/news/2020-01-eu-transition-stumbling-fossil-fuels.html,80.0,10.0,69.37,100,nan,nan,nan,nan
42,EnergyTransition,https://www.scientificamerican.com/article/hawaii-is-a-test-bed-to-see-if-renewables-can-meet-peak-energy-demands/,80.0,15.53,63.29,100,100.0,72.0,8,3559.0
43,EnergyTransition,https://www.nature.com/articles/s41586-019-1904-x?utm_source=feedburner,80.0,6.52,79.48,100,nan,nan,nan,nan
44,EnergyTransition,https://venturebeat.com/2020/01/31/the-deanbeat-will-cloud-gaming-make-climate-change-worse/,80.0,16.45,69.72,100,nan,nan,nan,nan
45,EnergyTransition,https://phys.org/news/2020-02-green-policies-climate.html,80.0,12.87,66.88,0,nan,nan,nan,nan
46,EnergyTransition,https://www.nature.com/articles/s41586-019-1904-x,80.0,6.52,79.48,100,nan,nan,nan,nan
47,EnergyTransition,https://arstechnica.com/science/2020/02/heres-what-it-could-cost-for-california-to-hit-zero-emissions-goal/,80.0,10.99,69.0,100,100.0,75.0,8,1372.0
48,EnergyTransition,https://www.huffingtonpost.ca/entry/trudeau-teck-frontier-oilsands_ca_5e3c0c3bc5b6b70886fb0e14,100.0,16.67,76.67,100,nan,nan,nan,nan
49,EnergyTransition,https://www.nature.com/articles/s41586-019-1920-x?utm_source=feedburner,80.0,5.26,85.11,50,nan,nan,nan,nan
50,EnergyTransition,https://www.nature.com/articles/s41586-019-1920-x,80.0,5.26,85.11,50,nan,nan,nan,nan
51,EnergyTransition,https://arstechnica.com/science/2020/01/making-fuel-molecules-in-yeast-much-harder-than-youd-imagine/,80.0,17.06,63.49,100,100.0,75.0,8,1372.0
53,EnergyTransition,https://www.insider.com/diet-coke-gave-up-for-month-effects-on-body-soda-2020-2,80.0,18.17,60.01,100,nan,nan,nan,nan
54,EnergyTransition,https://www.entrepreneur.com/article/343572,80.0,19.08,65.54,100,nan,nan,nan,nan
55,EnergyTransition,https://phys.org/news/2020-02-geothermal-energy-drilling-meter-deep.html,80.0,10.31,67.17,100,nan,nan,nan,nan
56,EnergyTransition,https://www.aljazeera.com/news/2020/01/russia-duma-unanimously-approves-putin-constitution-shake-200123120220504.html,80.0,11.78,66.67,100,82.5,73.0,8,nan
57,EnergyTransition,https://www.insider.com/how-to-get-out-of-your-own-head-during-sex-2020-2,80.0,20.1,62.75,50,nan,nan,nan,nan
58,EnergyTransition,https://markets.businessinsider.com/news/stocks/bernie-sanders-nordic-model-finland-american-dream-sanna-marin-2020-2-1028868627,80.0,18.78,71.27,100,100.0,57.0,8,352.0
59,EnergyTransition,https://www.sciencedaily.com/releases/2020/01/200124155105.htm,80.0,11.66,69.12,50,82.5,71.0,8,3041.0
60,EnergyTransition,https://www.hollywoodreporter.com/news/will-ferrell-downhill-team-praise-star-producer-julia-louis-dreyfus-1279222,80.0,19.37,60.04,50,87.5,70.0,8,1363.0
61,EnergyTransition,https://phys.org/news/2020-02-bp-aiming-net-carbon-emissions.html,40.0,8.12,75.54,50,nan,nan,nan,nan
63,EnergyTransition,https://www.vice.com/en_us/article/8848g5/government-agency-warns-global-oil-industry-is-on-the-brink-of-a-meltdown,40.0,11.56,61.12,100,100.0,59.0,8,122.0
64,EnergyTransition,https://mashable.com/article/cars-driverless-autonomous-ownership/,80.0,11.63,70.68,100,62.5,75.0,9,nan
65,EnergyTransition,https://pubs.acs.org/doi/abs/10.1021/jacs.9b13040,80.0,21.61,73.07,0,nan,nan,nan,nan
67,EnergyTransition,https://phys.org/news/2020-02-ultracold-gases-time-dependent-magnetic-fields.html,40.0,10.49,61.63,50,nan,nan,nan,nan
68,EnergyTransition,https://www.marketwatch.com/story/what-to-expect-when-your-financial-adviser-retires-before-you-do-2020-02-12,80.0,16.95,71.81,100,95.0,76.0,8,846.0
69,EnergyTransition,https://qz.com/india/1798926/india-needs-30-times-more-solar-power-to-phase-out-coal-jobs/,80.0,12.48,68.68,50,100.0,43.0,8,1987.0
70,EnergyTransition,https://worldview.stratfor.com/article/putin-gives-russia-glimpse-future-without-him,100.0,3.41,82.39,50,nan,nan,nan,nan
71,EnergyTransition,https://www.sciencedaily.com/releases/2020/01/200122110446.htm,40.0,13.99,61.94,50,82.5,71.0,8,3041.0
72,EnergyTransition,https://www.nature.com/articles/d41586-020-00149-7?utm_source=feedburner,80.0,14.61,55.64,100,nan,nan,nan,nan
73,EnergyTransition,https://pib.gov.in/newsite/PrintRelease.aspx?relid=197742,80.0,10.24,68.61,0,nan,nan,nan,nan
74,EnergyTransition,https://abcnews.go.com/Politics/bloomberg-rolls-plan-make-puerto-rico-51st-state/story?id=68581644,80.0,12.95,71.24,50,82.5,86.0,9,1130.0
75,EnergyTransition,https://phys.org/news/2020-01-climate-strategic-dilemma-persian-gulf.html,80.0,14.81,67.52,100,nan,nan,nan,nan
76,EnergyTransition,https://www.sciencedaily.com/releases/2020/02/200206144829.htm,80.0,9.52,71.94,50,82.5,71.0,8,3041.0
